orig.ident,nCount_RNA,nFeature_RNA
stim_treatment,886,421
stim_treatment,952,467
stim_treatment,1547,414
stim_treatment,5128,1275
stim_treatment,785,483
stim_treatment,2201,958
stim_treatment,5851,1441
stim_treatment,1360,472
stim_treatment,1612,542
stim_treatment,2647,1008
stim_treatment,2376,760
stim_treatment,1594,710
stim_treatment,528,298
stim_treatment,1245,473
stim_treatment,873,455
stim_treatment,3737,965
stim_treatment,1779,582
stim_treatment,944,449
stim_treatment,1014,544
stim_treatment,1518,502
stim_treatment,3207,883
stim_treatment,484,289
stim_treatment,406,242
stim_treatment,1139,486
stim_treatment,1613,565
stim_treatment,1887,712
stim_treatment,1553,533
stim_treatment,1072,486
stim_treatment,1124,426
stim_treatment,1746,600
stim_treatment,1655,552
stim_treatment,1368,558
stim_treatment,1400,733
stim_treatment,333,191
stim_treatment,1354,509
stim_treatment,1747,666
stim_treatment,616,374
stim_treatment,1855,713
stim_treatment,1930,699
stim_treatment,1105,524
stim_treatment,1014,361
stim_treatment,1189,552
stim_treatment,1233,447
stim_treatment,627,340
stim_treatment,1400,502
stim_treatment,2123,659
stim_treatment,1190,579
stim_treatment,3473,1083
stim_treatment,812,442
stim_treatment,1086,507
stim_treatment,3612,1173
stim_treatment,2001,690
stim_treatment,1285,598
stim_treatment,2411,971
stim_treatment,1016,404
stim_treatment,1127,443
stim_treatment,1097,463
stim_treatment,600,317
stim_treatment,3187,761
stim_treatment,3685,939
stim_treatment,716,432
stim_treatment,180,104
stim_treatment,1317,440
stim_treatment,949,415
stim_treatment,1259,486
stim_treatment,3634,902
stim_treatment,3201,817
stim_treatment,2505,683
stim_treatment,1133,421
stim_treatment,1445,535
stim_treatment,1112,514
stim_treatment,860,355
stim_treatment,3641,863
stim_treatment,896,401
stim_treatment,1854,586
stim_treatment,2515,582
stim_treatment,3539,937
stim_treatment,2554,1086
stim_treatment,2551,913
stim_treatment,2201,941
stim_treatment,1235,568
stim_treatment,1282,536
stim_treatment,1987,671
stim_treatment,1619,610
stim_treatment,419,256
stim_treatment,2912,828
stim_treatment,207,112
stim_treatment,948,472
stim_treatment,1111,457
stim_treatment,2811,740
stim_treatment,1193,507
stim_treatment,2501,736
stim_treatment,1890,858
stim_treatment,1513,532
stim_treatment,1647,721
stim_treatment,2284,824
stim_treatment,1045,497
stim_treatment,1403,596
stim_treatment,1016,423
stim_treatment,1574,696
stim_treatment,1013,407
stim_treatment,927,435
stim_treatment,1180,602
stim_treatment,700,338
stim_treatment,990,320
stim_treatment,1068,523
stim_treatment,1191,491
stim_treatment,566,310
stim_treatment,1157,567
stim_treatment,623,354
stim_treatment,1324,484
stim_treatment,749,436
stim_treatment,1722,623
stim_treatment,291,188
stim_treatment,1319,579
stim_treatment,1685,497
stim_treatment,1514,605
stim_treatment,3537,1316
stim_treatment,1371,563
stim_treatment,853,336
stim_treatment,1518,584
stim_treatment,354,229
stim_treatment,1945,607
stim_treatment,5000,1333
stim_treatment,506,123
stim_treatment,3146,891
stim_treatment,1376,416
stim_treatment,1506,552
stim_treatment,1311,535
stim_treatment,1288,506
stim_treatment,597,349
stim_treatment,1165,575
stim_treatment,2546,820
stim_treatment,1278,489
stim_treatment,1646,527
stim_treatment,1624,694
stim_treatment,503,237
stim_treatment,1955,667
stim_treatment,1217,394
stim_treatment,2175,626
stim_treatment,1378,592
stim_treatment,1372,573
stim_treatment,2680,919
stim_treatment,1008,386
stim_treatment,1122,481
stim_treatment,1155,492
stim_treatment,2466,753
stim_treatment,1167,633
stim_treatment,3193,1112
stim_treatment,470,285
stim_treatment,2491,659
stim_treatment,1190,544
stim_treatment,1164,665
stim_treatment,3104,1088
stim_treatment,967,483
stim_treatment,2233,816
stim_treatment,1091,504
stim_treatment,1087,512
stim_treatment,1337,464
stim_treatment,867,409
stim_treatment,2431,911
stim_treatment,2485,938
stim_treatment,1679,608
stim_treatment,1438,621
stim_treatment,1272,546
stim_treatment,1287,519
stim_treatment,1385,652
stim_treatment,3323,918
stim_treatment,988,360
stim_treatment,1423,623
stim_treatment,2767,803
stim_treatment,774,408
stim_treatment,1801,583
stim_treatment,1199,587
stim_treatment,863,397
stim_treatment,1002,461
stim_treatment,702,438
stim_treatment,2196,710
stim_treatment,901,521
stim_treatment,3352,1131
stim_treatment,256,159
stim_treatment,841,371
stim_treatment,1398,728
stim_treatment,1721,647
stim_treatment,831,409
stim_treatment,2095,726
stim_treatment,1445,568
stim_treatment,1332,539
stim_treatment,1622,600
stim_treatment,1307,494
stim_treatment,1270,454
stim_treatment,2778,754
stim_treatment,518,258
stim_treatment,1714,688
stim_treatment,1202,394
stim_treatment,2357,713
stim_treatment,3007,840
stim_treatment,861,402
stim_treatment,1933,498
stim_treatment,1085,304
stim_treatment,2118,848
stim_treatment,1177,482
stim_treatment,1519,592
stim_treatment,1539,673
stim_treatment,1253,550
stim_treatment,1915,568
stim_treatment,1135,427
stim_treatment,5011,1165
stim_treatment,1412,572
stim_treatment,1199,540
stim_treatment,2012,746
stim_treatment,1324,485
stim_treatment,1097,519
stim_treatment,1786,623
stim_treatment,788,277
stim_treatment,1730,605
stim_treatment,469,268
stim_treatment,1658,594
stim_treatment,582,271
stim_treatment,927,415
stim_treatment,1386,554
stim_treatment,3942,1153
stim_treatment,1549,551
stim_treatment,2474,844
stim_treatment,1863,566
stim_treatment,1576,517
stim_treatment,1459,612
stim_treatment,2292,640
stim_treatment,7202,1741
stim_treatment,768,348
stim_treatment,1563,611
stim_treatment,822,362
stim_treatment,1294,372
stim_treatment,5287,1234
stim_treatment,1963,629
stim_treatment,863,424
stim_treatment,1552,493
stim_treatment,3246,1051
stim_treatment,1288,508
stim_treatment,1824,598
stim_treatment,1913,542
stim_treatment,1827,631
stim_treatment,1577,779
stim_treatment,851,426
stim_treatment,696,353
stim_treatment,812,426
stim_treatment,639,327
stim_treatment,850,429
stim_treatment,2019,683
stim_treatment,813,308
stim_treatment,953,442
stim_treatment,2828,721
stim_treatment,1008,481
stim_treatment,2666,924
stim_treatment,2679,711
stim_treatment,1243,520
stim_treatment,1051,441
stim_treatment,1239,582
stim_treatment,185,101
stim_treatment,1192,512
stim_treatment,1030,480
stim_treatment,2107,737
stim_treatment,2364,761
stim_treatment,2839,1131
stim_treatment,2604,776
stim_treatment,3499,840
stim_treatment,302,165
stim_treatment,2054,756
stim_treatment,2729,841
stim_treatment,291,111
stim_treatment,3078,1275
stim_treatment,854,433
stim_treatment,1029,433
stim_treatment,1526,514
stim_treatment,1098,473
stim_treatment,1028,495
stim_treatment,947,381
stim_treatment,1762,668
stim_treatment,2494,685
stim_treatment,876,429
stim_treatment,1448,496
stim_treatment,1681,604
stim_treatment,840,433
stim_treatment,3059,979
stim_treatment,1649,658
stim_treatment,1435,574
stim_treatment,3159,1202
stim_treatment,242,169
stim_treatment,4240,1136
stim_treatment,2654,718
stim_treatment,1140,555
stim_treatment,2170,761
stim_treatment,3128,861
stim_treatment,2052,687
stim_treatment,1767,652
stim_treatment,1135,451
stim_treatment,2009,653
stim_treatment,3809,898
stim_treatment,1408,659
stim_treatment,942,425
stim_treatment,1726,558
stim_treatment,1903,662
stim_treatment,429,207
stim_treatment,2144,915
stim_treatment,4066,1112
stim_treatment,1644,581
stim_treatment,1147,404
stim_treatment,1095,542
stim_treatment,1214,458
stim_treatment,669,301
stim_treatment,4537,1209
stim_treatment,3048,892
stim_treatment,1636,636
stim_treatment,2505,677
stim_treatment,3037,717
stim_treatment,2587,664
stim_treatment,2824,890
stim_treatment,1072,494
stim_treatment,1203,488
stim_treatment,1469,706
stim_treatment,1002,518
stim_treatment,1120,445
stim_treatment,2854,1058
stim_treatment,563,287
stim_treatment,3417,915
stim_treatment,901,546
stim_treatment,1763,814
stim_treatment,2466,739
stim_treatment,740,279
stim_treatment,1042,531
stim_treatment,917,430
stim_treatment,1273,558
stim_treatment,2360,945
stim_treatment,1287,539
stim_treatment,538,345
stim_treatment,1330,434
stim_treatment,2001,778
stim_treatment,624,349
stim_treatment,2827,793
stim_treatment,4299,970
stim_treatment,1877,724
stim_treatment,3535,1113
stim_treatment,3081,1127
stim_treatment,3665,1137
stim_treatment,1469,547
stim_treatment,2518,1069
stim_treatment,1297,591
stim_treatment,926,434
stim_treatment,597,274
stim_treatment,1339,507
stim_treatment,1151,621
stim_treatment,889,512
stim_treatment,2886,928
stim_treatment,3818,804
stim_treatment,1368,582
stim_treatment,2987,970
stim_treatment,541,358
stim_treatment,1995,615
stim_treatment,1460,550
stim_treatment,1412,499
stim_treatment,1435,534
stim_treatment,1325,495
stim_treatment,6074,1536
stim_treatment,3684,957
stim_treatment,2164,767
stim_treatment,3109,1016
stim_treatment,1174,402
stim_treatment,691,323
stim_treatment,632,333
stim_treatment,811,331
stim_treatment,499,317
stim_treatment,1501,583
stim_treatment,879,476
stim_treatment,1532,587
stim_treatment,3397,720
stim_treatment,1000,366
stim_treatment,1327,626
stim_treatment,2016,774
stim_treatment,827,360
stim_treatment,1605,572
stim_treatment,1567,680
stim_treatment,3026,959
stim_treatment,1153,393
stim_treatment,3120,917
stim_treatment,3541,964
stim_treatment,587,312
stim_treatment,733,400
stim_treatment,2949,1018
stim_treatment,870,396
stim_treatment,1296,707
stim_treatment,1353,605
stim_treatment,975,483
stim_treatment,2313,922
stim_treatment,1803,590
stim_treatment,3161,864
stim_treatment,1358,591
stim_treatment,644,321
stim_treatment,876,426
stim_treatment,1254,535
stim_treatment,956,377
stim_treatment,2172,772
stim_treatment,812,333
stim_treatment,3381,841
stim_treatment,583,330
stim_treatment,1904,743
stim_treatment,1535,610
stim_treatment,1807,690
stim_treatment,1296,552
stim_treatment,1404,578
stim_treatment,2124,648
stim_treatment,1564,482
stim_treatment,1038,456
stim_treatment,1123,533
stim_treatment,1168,521
stim_treatment,2108,712
stim_treatment,831,398
stim_treatment,1523,531
stim_treatment,908,520
stim_treatment,1038,457
stim_treatment,2522,829
stim_treatment,171,101
stim_treatment,5611,1228
stim_treatment,2287,733
stim_treatment,2254,649
stim_treatment,1117,533
stim_treatment,1225,452
stim_treatment,496,279
stim_treatment,1964,699
stim_treatment,649,292
stim_treatment,1450,496
stim_treatment,1506,585
stim_treatment,1158,507
stim_treatment,1756,768
stim_treatment,2442,794
stim_treatment,1336,571
stim_treatment,1904,501
stim_treatment,3110,925
stim_treatment,1111,533
stim_treatment,4258,716
stim_treatment,1745,504
stim_treatment,1032,438
stim_treatment,2541,693
stim_treatment,1363,539
stim_treatment,949,427
stim_treatment,1882,568
stim_treatment,668,337
stim_treatment,1125,483
stim_treatment,1632,597
stim_treatment,1583,626
stim_treatment,1486,567
stim_treatment,233,164
stim_treatment,2836,776
stim_treatment,1418,584
stim_treatment,3755,1228
stim_treatment,3440,850
stim_treatment,546,305
stim_treatment,2998,920
stim_treatment,1121,480
stim_treatment,1870,569
stim_treatment,631,308
stim_treatment,822,405
stim_treatment,2296,843
stim_treatment,1784,641
stim_treatment,1418,620
stim_treatment,1484,684
stim_treatment,1177,479
stim_treatment,1268,531
stim_treatment,1497,568
stim_treatment,708,327
stim_treatment,1123,500
stim_treatment,443,246
stim_treatment,1312,500
stim_treatment,1410,626
stim_treatment,3993,1029
stim_treatment,5010,1074
stim_treatment,2747,767
stim_treatment,1528,563
stim_treatment,1043,437
stim_treatment,2620,718
stim_treatment,1323,539
stim_treatment,929,380
stim_treatment,478,280
stim_treatment,2562,826
stim_treatment,1830,561
stim_treatment,1379,519
stim_treatment,1319,503
stim_treatment,2428,720
stim_treatment,2782,838
stim_treatment,1157,529
stim_treatment,2259,784
stim_treatment,919,501
stim_treatment,2268,703
stim_treatment,958,411
stim_treatment,1849,584
stim_treatment,4988,1215
stim_treatment,1078,456
stim_treatment,3072,1085
stim_treatment,1142,546
stim_treatment,970,502
stim_treatment,3610,1119
stim_treatment,1688,588
stim_treatment,1422,499
stim_treatment,2742,677
stim_treatment,4553,1139
stim_treatment,1137,504
stim_treatment,129,103
stim_treatment,3236,978
stim_treatment,1238,511
stim_treatment,1169,537
stim_treatment,216,109
stim_treatment,1717,605
stim_treatment,1033,400
stim_treatment,978,507
stim_treatment,1301,522
stim_treatment,1161,482
stim_treatment,499,327
stim_treatment,2901,834
stim_treatment,883,374
stim_treatment,1178,537
stim_treatment,1418,482
stim_treatment,642,261
stim_treatment,1548,771
stim_treatment,1789,629
stim_treatment,1706,572
stim_treatment,908,444
stim_treatment,686,322
stim_treatment,3548,734
stim_treatment,2494,578
stim_treatment,1583,524
stim_treatment,3313,1153
stim_treatment,1348,638
stim_treatment,4126,1180
stim_treatment,544,244
stim_treatment,1309,539
stim_treatment,646,315
stim_treatment,1722,588
stim_treatment,3169,825
stim_treatment,1736,706
stim_treatment,420,256
stim_treatment,1623,582
stim_treatment,1291,566
stim_treatment,2911,788
stim_treatment,181,115
stim_treatment,4996,1252
stim_treatment,1011,434
stim_treatment,1858,560
stim_treatment,949,451
stim_treatment,2141,906
stim_treatment,884,421
stim_treatment,1107,526
stim_treatment,2144,757
stim_treatment,759,369
stim_treatment,1199,470
stim_treatment,1296,533
stim_treatment,1241,505
stim_treatment,2654,777
stim_treatment,1079,493
stim_treatment,1437,472
stim_treatment,7192,1669
stim_treatment,1244,442
stim_treatment,1910,608
stim_treatment,1602,734
stim_treatment,1099,452
stim_treatment,2710,720
stim_treatment,909,531
stim_treatment,1445,627
stim_treatment,1539,572
stim_treatment,2107,500
stim_treatment,1408,529
stim_treatment,2725,700
stim_treatment,1025,458
stim_treatment,968,463
stim_treatment,1460,560
stim_treatment,2673,914
stim_treatment,814,458
stim_treatment,1403,571
stim_treatment,2309,857
stim_treatment,4430,1315
stim_treatment,926,443
stim_treatment,5823,1519
stim_treatment,1441,438
stim_treatment,968,546
stim_treatment,4074,1275
stim_treatment,2034,760
stim_treatment,2469,797
stim_treatment,495,243
stim_treatment,1259,512
stim_treatment,3787,1031
stim_treatment,2199,708
stim_treatment,1386,457
stim_treatment,1127,555
stim_treatment,2863,651
stim_treatment,1501,571
stim_treatment,1101,507
stim_treatment,1367,521
stim_treatment,2367,862
stim_treatment,1046,461
stim_treatment,896,425
stim_treatment,627,382
stim_treatment,2108,689
stim_treatment,3172,1164
stim_treatment,2242,951
stim_treatment,1691,734
stim_treatment,4660,1159
stim_treatment,2827,601
stim_treatment,2938,991
stim_treatment,775,377
stim_treatment,1273,433
stim_treatment,998,493
stim_treatment,412,209
stim_treatment,3261,696
stim_treatment,1491,617
stim_treatment,530,283
stim_treatment,1042,520
stim_treatment,1915,686
stim_treatment,1479,550
stim_treatment,1238,491
stim_treatment,4194,982
stim_treatment,1321,516
stim_treatment,855,413
stim_treatment,1718,653
stim_treatment,1762,595
stim_treatment,1453,683
stim_treatment,3670,1359
stim_treatment,2201,718
stim_treatment,6017,1424
stim_treatment,1203,398
stim_treatment,1179,552
stim_treatment,3495,967
stim_treatment,1394,534
stim_treatment,1807,582
stim_treatment,2483,899
stim_treatment,1327,529
stim_treatment,776,402
stim_treatment,2158,523
stim_treatment,1840,595
stim_treatment,1346,495
stim_treatment,2827,910
stim_treatment,274,113
stim_treatment,1503,557
stim_treatment,4179,1032
stim_treatment,1518,589
stim_treatment,2872,669
stim_treatment,4697,1342
stim_treatment,1284,514
stim_treatment,1371,556
stim_treatment,230,146
stim_treatment,2024,810
stim_treatment,996,449
stim_treatment,1339,657
stim_treatment,1184,474
stim_treatment,1573,486
stim_treatment,1502,659
stim_treatment,5029,1520
stim_treatment,1205,616
stim_treatment,1534,588
stim_treatment,1783,531
stim_treatment,3698,710
stim_treatment,1416,561
stim_treatment,1989,650
stim_treatment,1195,531
stim_treatment,2169,640
stim_treatment,1070,412
stim_treatment,1177,551
stim_treatment,1054,484
stim_treatment,1854,763
stim_treatment,1344,611
stim_treatment,906,394
stim_treatment,3121,889
stim_treatment,1779,681
stim_treatment,2503,752
stim_treatment,1535,492
stim_treatment,5057,1368
stim_treatment,2126,745
stim_treatment,362,224
stim_treatment,3321,961
stim_treatment,2546,831
stim_treatment,1480,551
stim_treatment,2896,969
stim_treatment,269,176
stim_treatment,1042,408
stim_treatment,467,236
stim_treatment,1675,580
stim_treatment,1117,475
stim_treatment,1711,665
stim_treatment,3452,1014
stim_treatment,1048,439
stim_treatment,3103,603
stim_treatment,1293,532
stim_treatment,1167,522
stim_treatment,2692,703
stim_treatment,1226,596
stim_treatment,711,377
stim_treatment,1261,510
stim_treatment,1006,490
stim_treatment,1286,669
stim_treatment,847,429
stim_treatment,1392,549
stim_treatment,1862,742
stim_treatment,916,363
stim_treatment,1188,499
stim_treatment,1900,844
stim_treatment,1363,486
stim_treatment,1114,496
stim_treatment,1396,517
stim_treatment,276,177
stim_treatment,549,262
stim_treatment,1323,415
stim_treatment,1429,410
stim_treatment,1636,799
stim_treatment,848,348
stim_treatment,4228,1011
stim_treatment,2566,715
stim_treatment,1045,357
stim_treatment,1108,528
stim_treatment,2239,993
stim_treatment,2915,749
stim_treatment,3170,791
stim_treatment,1386,514
stim_treatment,1071,515
stim_treatment,3476,941
stim_treatment,1066,626
stim_treatment,5475,1029
stim_treatment,1070,424
stim_treatment,2148,656
stim_treatment,2534,892
stim_treatment,1320,574
stim_treatment,970,466
stim_treatment,2038,823
stim_treatment,2932,804
stim_treatment,326,200
stim_treatment,1399,556
stim_treatment,4366,1238
stim_treatment,248,151
stim_treatment,2512,862
stim_treatment,1180,385
stim_treatment,1484,569
stim_treatment,2011,809
stim_treatment,1292,532
stim_treatment,1981,668
stim_treatment,852,441
stim_treatment,2816,688
stim_treatment,3183,981
stim_treatment,241,162
stim_treatment,1047,450
stim_treatment,915,463
stim_treatment,953,458
stim_treatment,1531,571
stim_treatment,1915,859
stim_treatment,1222,416
stim_treatment,1397,612
stim_treatment,3232,981
stim_treatment,864,435
stim_treatment,1055,467
stim_treatment,554,288
stim_treatment,1865,746
stim_treatment,800,451
stim_treatment,1564,592
stim_treatment,2007,645
stim_treatment,2224,656
stim_treatment,2508,922
stim_treatment,2112,870
stim_treatment,1637,537
stim_treatment,3502,1021
stim_treatment,2568,870
stim_treatment,1834,564
stim_treatment,891,390
stim_treatment,2888,1078
stim_treatment,1544,602
stim_treatment,1577,610
stim_treatment,1703,574
stim_treatment,1020,443
stim_treatment,190,121
stim_treatment,3693,901
stim_treatment,4807,1271
stim_treatment,1210,516
stim_treatment,1925,706
stim_treatment,2838,729
stim_treatment,1563,571
stim_treatment,1926,629
stim_treatment,2273,781
stim_treatment,1305,550
stim_treatment,2479,793
stim_treatment,930,457
stim_treatment,452,232
stim_treatment,1123,575
stim_treatment,1569,602
stim_treatment,1422,468
stim_treatment,1042,407
stim_treatment,628,333
stim_treatment,1015,469
stim_treatment,979,440
stim_treatment,1719,600
stim_treatment,710,385
stim_treatment,1632,610
stim_treatment,357,253
stim_treatment,1266,539
stim_treatment,1018,411
stim_treatment,783,431
stim_treatment,1442,583
stim_treatment,1709,527
stim_treatment,974,412
stim_treatment,4578,976
stim_treatment,1151,487
stim_treatment,1241,623
stim_treatment,1084,564
stim_treatment,1729,583
stim_treatment,4126,1224
stim_treatment,829,408
stim_treatment,1423,634
stim_treatment,1379,499
stim_treatment,505,278
stim_treatment,1225,565
stim_treatment,1587,628
stim_treatment,1909,664
stim_treatment,2823,807
stim_treatment,1521,662
stim_treatment,1894,792
stim_treatment,550,210
stim_treatment,3297,986
stim_treatment,954,482
stim_treatment,991,413
stim_treatment,653,310
stim_treatment,1077,498
stim_treatment,602,283
stim_treatment,675,454
stim_treatment,1485,760
stim_treatment,1796,824
stim_treatment,1449,608
stim_treatment,1083,511
stim_treatment,861,470
stim_treatment,1259,517
stim_treatment,383,208
stim_treatment,2188,1038
stim_treatment,3429,734
stim_treatment,892,452
stim_treatment,3489,861
stim_treatment,1139,625
stim_treatment,1306,573
stim_treatment,2921,867
stim_treatment,1952,563
stim_treatment,277,104
stim_treatment,256,152
stim_treatment,1727,584
stim_treatment,2233,795
stim_treatment,1735,527
stim_treatment,974,350
stim_treatment,1283,589
stim_treatment,386,284
stim_treatment,1135,580
stim_treatment,2571,692
stim_treatment,1312,590
stim_treatment,2048,822
stim_treatment,1881,723
stim_treatment,2724,914
stim_treatment,1497,547
stim_treatment,1710,694
stim_treatment,585,278
stim_treatment,1197,557
stim_treatment,327,214
stim_treatment,939,522
stim_treatment,1331,529
stim_treatment,646,325
stim_treatment,1375,482
stim_treatment,754,380
stim_treatment,1421,622
stim_treatment,5974,1411
stim_treatment,2427,614
stim_treatment,1192,483
stim_treatment,1798,626
stim_treatment,4813,1103
stim_treatment,2112,741
stim_treatment,571,246
stim_treatment,424,247
stim_treatment,3801,1009
stim_treatment,4006,859
stim_treatment,1237,435
stim_treatment,1059,376
stim_treatment,1424,658
stim_treatment,350,218
stim_treatment,2759,760
stim_treatment,1532,578
stim_treatment,4646,1453
stim_treatment,2839,780
stim_treatment,529,265
stim_treatment,2727,632
stim_treatment,3296,1259
stim_treatment,6574,1352
stim_treatment,1242,486
stim_treatment,1145,413
stim_treatment,1004,482
stim_treatment,3638,1151
stim_treatment,982,481
stim_treatment,1682,500
stim_treatment,2100,797
stim_treatment,926,440
stim_treatment,475,257
stim_treatment,901,465
stim_treatment,2583,910
stim_treatment,2858,880
stim_treatment,3345,974
stim_treatment,2959,781
stim_treatment,1145,561
stim_treatment,2897,711
stim_treatment,643,363
stim_treatment,661,254
stim_treatment,1562,665
stim_treatment,1510,513
stim_treatment,436,232
stim_treatment,744,389
stim_treatment,594,297
stim_treatment,492,252
stim_treatment,803,417
stim_treatment,3256,925
stim_treatment,756,348
stim_treatment,1037,459
stim_treatment,1204,391
stim_treatment,1183,588
stim_treatment,931,571
stim_treatment,1371,543
stim_treatment,4799,114
stim_treatment,3061,836
stim_treatment,220,124
stim_treatment,4151,1007
stim_treatment,2147,809
stim_treatment,2090,898
stim_treatment,1661,779
stim_treatment,1299,536
stim_treatment,840,403
stim_treatment,1759,745
stim_treatment,973,470
stim_treatment,851,426
stim_treatment,629,338
stim_treatment,4366,1039
stim_treatment,3607,1109
stim_treatment,1394,596
stim_treatment,1150,535
stim_treatment,1229,536
stim_treatment,2795,812
stim_treatment,202,114
stim_treatment,3270,1063
stim_treatment,3235,873
stim_treatment,964,424
stim_treatment,1861,750
stim_treatment,299,163
stim_treatment,1586,389
stim_treatment,7189,909
stim_treatment,1224,411
stim_treatment,2955,847
stim_treatment,3023,776
stim_treatment,1167,470
stim_treatment,904,450
stim_treatment,1043,413
stim_treatment,1457,560
stim_treatment,463,248
stim_treatment,3043,1201
stim_treatment,2525,755
stim_treatment,1384,587
stim_treatment,1520,595
stim_treatment,1167,535
stim_treatment,1020,458
stim_treatment,1575,513
stim_treatment,1980,755
stim_treatment,1233,572
stim_treatment,4309,919
stim_treatment,1132,487
stim_treatment,3652,982
stim_treatment,931,463
stim_treatment,1228,487
stim_treatment,1423,654
stim_treatment,1210,422
stim_treatment,1115,486
stim_treatment,2356,980
stim_treatment,439,245
stim_treatment,3904,932
stim_treatment,1458,579
stim_treatment,1291,562
stim_treatment,665,332
stim_treatment,566,325
stim_treatment,857,334
stim_treatment,1687,590
stim_treatment,2285,767
stim_treatment,1403,469
stim_treatment,1519,686
stim_treatment,662,288
stim_treatment,1145,572
stim_treatment,1416,639
stim_treatment,4654,1288
stim_treatment,1870,733
stim_treatment,2805,796
stim_treatment,1213,580
stim_treatment,1104,583
stim_treatment,1271,475
stim_treatment,898,463
stim_treatment,1278,567
stim_treatment,1543,598
stim_treatment,2000,737
stim_treatment,1872,579
stim_treatment,1311,557
stim_treatment,3110,938
stim_treatment,939,418
stim_treatment,1832,607
stim_treatment,5977,1543
stim_treatment,924,404
stim_treatment,1335,531
stim_treatment,3062,545
stim_treatment,3236,922
stim_treatment,1570,561
stim_treatment,3138,762
stim_treatment,915,417
stim_treatment,2033,670
stim_treatment,1838,529
stim_treatment,1251,564
stim_treatment,1045,383
stim_treatment,1482,535
stim_treatment,2324,783
stim_treatment,969,396
stim_treatment,2309,641
stim_treatment,1905,594
stim_treatment,2266,737
stim_treatment,2056,770
stim_treatment,3771,1341
stim_treatment,1172,461
stim_treatment,3011,1199
stim_treatment,5094,118
stim_treatment,4944,1436
stim_treatment,281,184
stim_treatment,521,318
stim_treatment,588,330
stim_treatment,776,393
stim_treatment,2823,793
stim_treatment,1761,606
stim_treatment,1331,547
stim_treatment,345,224
stim_treatment,948,374
stim_treatment,1436,554
stim_treatment,1440,605
stim_treatment,1581,552
stim_treatment,1515,453
stim_treatment,2365,870
stim_treatment,597,323
stim_treatment,1204,632
stim_treatment,1448,504
stim_treatment,764,370
stim_treatment,1378,602
stim_treatment,558,270
stim_treatment,1033,492
stim_treatment,983,523
stim_treatment,795,363
stim_treatment,1158,391
stim_treatment,2984,1095
stim_treatment,3178,940
stim_treatment,859,412
stim_treatment,1058,435
stim_treatment,2429,657
stim_treatment,1961,693
stim_treatment,1891,604
stim_treatment,1394,542
stim_treatment,3016,841
stim_treatment,838,448
stim_treatment,2211,872
stim_treatment,625,342
stim_treatment,1273,508
stim_treatment,1023,441
stim_treatment,784,365
stim_treatment,903,426
stim_treatment,535,324
stim_treatment,739,348
stim_treatment,590,329
stim_treatment,3486,1295
stim_treatment,1136,611
stim_treatment,2782,777
stim_treatment,1458,713
stim_treatment,2739,681
stim_treatment,1161,566
stim_treatment,2036,722
stim_treatment,1228,576
stim_treatment,5956,1640
stim_treatment,2690,729
stim_treatment,485,277
stim_treatment,876,340
stim_treatment,1851,594
stim_treatment,1229,503
stim_treatment,3501,1015
stim_treatment,1368,689
stim_treatment,3093,933
stim_treatment,2101,700
stim_treatment,744,351
stim_treatment,1525,638
stim_treatment,1389,575
stim_treatment,683,352
stim_treatment,3001,714
stim_treatment,943,418
stim_treatment,1343,579
stim_treatment,959,414
stim_treatment,908,401
stim_treatment,1003,455
stim_treatment,1826,647
stim_treatment,1515,687
stim_treatment,817,405
stim_treatment,2215,771
stim_treatment,2492,328
stim_treatment,2476,838
stim_treatment,1264,489
stim_treatment,3119,798
stim_treatment,526,265
stim_treatment,3314,1161
stim_treatment,1218,475
stim_treatment,1022,473
stim_treatment,1542,570
stim_treatment,498,275
stim_treatment,1701,588
stim_treatment,1186,515
stim_treatment,736,362
stim_treatment,1162,516
stim_treatment,1385,559
stim_treatment,1087,443
stim_treatment,2018,722
stim_treatment,1662,688
stim_treatment,1519,518
stim_treatment,1598,530
stim_treatment,2020,1046
stim_treatment,2747,899
stim_treatment,1260,448
stim_treatment,1257,449
stim_treatment,979,458
stim_treatment,708,296
stim_treatment,1576,579
stim_treatment,596,365
stim_treatment,1137,540
stim_treatment,2358,774
stim_treatment,1551,679
stim_treatment,580,284
stim_treatment,1006,539
stim_treatment,1403,621
stim_treatment,3597,1030
stim_treatment,1312,451
stim_treatment,1023,494
stim_treatment,1126,450
stim_treatment,316,143
stim_treatment,2265,706
stim_treatment,761,331
stim_treatment,1603,600
stim_treatment,1412,619
stim_treatment,1485,617
stim_treatment,5288,1300
stim_treatment,1377,567
stim_treatment,1358,571
stim_treatment,230,159
stim_treatment,872,444
stim_treatment,1216,581
stim_treatment,743,336
stim_treatment,3072,1209
stim_treatment,3042,890
stim_treatment,1797,555
stim_treatment,997,473
stim_treatment,4202,962
stim_treatment,472,257
stim_treatment,1371,664
stim_treatment,758,382
stim_treatment,1376,474
stim_treatment,2934,840
stim_treatment,1359,542
stim_treatment,1008,417
stim_treatment,465,258
stim_treatment,1571,539
stim_treatment,3377,919
stim_treatment,1224,524
stim_treatment,949,462
stim_treatment,515,283
stim_treatment,1885,651
stim_treatment,4265,1056
stim_treatment,3864,1023
stim_treatment,286,166
stim_treatment,1634,513
stim_treatment,2010,683
stim_treatment,433,246
stim_treatment,312,141
stim_treatment,948,473
stim_treatment,4570,1004
